2026-01-29 14:02:06.618 [main] INFO  smartebao.guide.CrawlerApplication - Starting CrawlerApplication using Java 1.8.0_442 on qiyuzhengdeMac-mini.local with PID 91611 (/Users/qiyuzheng/Desktop/java_project/kaoyoungCrawler/target/classes started by qiyuzheng in /Users/qiyuzheng/Desktop/java_project/kaoyoungCrawler)
2026-01-29 14:05:42.009 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:42.018 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769666742017},"clientId":"client_fp_iu4mw1","timestamp":1769666742017}], RequestId: c9caae00069b4123bc940892933f53d3
2026-01-29 14:05:42.018 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleIdleStatusUpdate with params: [client_fp_iu4mw1], RequestId: 0a51e0a449344be6969366845c410ad6
2026-01-29 14:05:42.021 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 空闲状态更新: false, 空闲持续时间: N/A, RequestId: 0a51e0a449344be6969366845c410ad6
2026-01-29 14:05:42.022 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleIdleStatusUpdate with result: Idle status updated, RequestId: 0a51e0a449344be6969366845c410ad6
2026-01-29 14:05:42.022 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:42.032 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769666742032},"clientId":"client_fp_iu4mw1","timestamp":1769666742032}], RequestId: b2f07b4b7cf34b9aae07052bb0f1352d
2026-01-29 14:05:42.032 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleIdleStatusUpdate with params: [client_fp_iu4mw1], RequestId: 1dbd860793be4e02bc5e4b0c865295cb
2026-01-29 14:05:42.036 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 空闲状态更新: false, 空闲持续时间: N/A, RequestId: 1dbd860793be4e02bc5e4b0c865295cb
2026-01-29 14:05:42.036 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleIdleStatusUpdate with result: Idle status updated, RequestId: 1dbd860793be4e02bc5e4b0c865295cb
2026-01-29 14:05:42.036 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:42.045 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769666742045},"clientId":"client_fp_iu4mw1","timestamp":1769666742045}], RequestId: 368e0db35c684502b4b86d9152631fba
2026-01-29 14:05:42.045 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleIdleStatusUpdate with params: [client_fp_iu4mw1], RequestId: 31d46b500c9a4a4c8f1104f9947a2b13
2026-01-29 14:05:42.048 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 空闲状态更新: false, 空闲持续时间: N/A, RequestId: 31d46b500c9a4a4c8f1104f9947a2b13
2026-01-29 14:05:42.048 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleIdleStatusUpdate with result: Idle status updated, RequestId: 31d46b500c9a4a4c8f1104f9947a2b13
2026-01-29 14:05:42.048 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:42.060 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769666742059},"clientId":"client_fp_iu4mw1","timestamp":1769666742059}], RequestId: 2955abc243c34a53843ff490922a4c06
2026-01-29 14:05:42.060 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleIdleStatusUpdate with params: [client_fp_iu4mw1], RequestId: 819350632ba84c449c27df8927cfd1bd
2026-01-29 14:05:42.063 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 空闲状态更新: false, 空闲持续时间: N/A, RequestId: 819350632ba84c449c27df8927cfd1bd
2026-01-29 14:05:42.063 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleIdleStatusUpdate with result: Idle status updated, RequestId: 819350632ba84c449c27df8927cfd1bd
2026-01-29 14:05:42.063 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:42.073 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769666742073},"clientId":"client_fp_iu4mw1","timestamp":1769666742073}], RequestId: 237568cc77b642188478b5d03d108a3e
2026-01-29 14:05:42.073 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleIdleStatusUpdate with params: [client_fp_iu4mw1], RequestId: 2105b40fd63b430a9e827e416b02ca64
2026-01-29 14:05:42.076 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 空闲状态更新: false, 空闲持续时间: N/A, RequestId: 2105b40fd63b430a9e827e416b02ca64
2026-01-29 14:05:42.076 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleIdleStatusUpdate with result: Idle status updated, RequestId: 2105b40fd63b430a9e827e416b02ca64
2026-01-29 14:05:42.077 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:42.086 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769666742086},"clientId":"client_fp_iu4mw1","timestamp":1769666742086}], RequestId: 6516fb6599f34010911401cecf959f30
2026-01-29 14:05:42.086 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleIdleStatusUpdate with params: [client_fp_iu4mw1], RequestId: 4045fa91bb9b4c44bef7fb2dd72f79b2
2026-01-29 14:05:42.089 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 空闲状态更新: false, 空闲持续时间: N/A, RequestId: 4045fa91bb9b4c44bef7fb2dd72f79b2
2026-01-29 14:05:42.090 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleIdleStatusUpdate with result: Idle status updated, RequestId: 4045fa91bb9b4c44bef7fb2dd72f79b2
2026-01-29 14:05:42.090 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:42.101 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769666742100},"clientId":"client_fp_iu4mw1","timestamp":1769666742100}], RequestId: 772877de30ac4e59b1e7644fcce36e82
2026-01-29 14:05:42.101 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleIdleStatusUpdate with params: [client_fp_iu4mw1], RequestId: 3790adbe45df4bdfa0a9b26c5cb03897
2026-01-29 14:05:42.104 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 空闲状态更新: false, 空闲持续时间: N/A, RequestId: 3790adbe45df4bdfa0a9b26c5cb03897
2026-01-29 14:05:42.105 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleIdleStatusUpdate with result: Idle status updated, RequestId: 3790adbe45df4bdfa0a9b26c5cb03897
2026-01-29 14:05:42.105 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:42.118 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769666742118},"clientId":"client_fp_iu4mw1","timestamp":1769666742118}], RequestId: c33d1e421f1741c3ae897fcf2fd859a4
2026-01-29 14:05:42.119 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleIdleStatusUpdate with params: [client_fp_iu4mw1], RequestId: 88751dbe8e2d4464a7f3fde2c2c9c551
2026-01-29 14:05:42.123 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 空闲状态更新: false, 空闲持续时间: N/A, RequestId: 88751dbe8e2d4464a7f3fde2c2c9c551
2026-01-29 14:05:42.124 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleIdleStatusUpdate with result: Idle status updated, RequestId: 88751dbe8e2d4464a7f3fde2c2c9c551
2026-01-29 14:05:42.124 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:42.469 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onClose with params: [2a], RequestId: c4f51eda246040b3acfd689241f7a984
2026-01-29 14:05:42.471 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onOpen with params: [2b], RequestId: 75a5b7229e8b47c98ed03e316c40407c
2026-01-29 14:05:42.471 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - WebSocket连接建立成功 - token: eyJhbGciOiJIUzUxMiJ9..., RequestId: 75a5b7229e8b47c98ed03e316c40407c
2026-01-29 14:05:42.475 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_hhp17p 已断开连接, RequestId: c4f51eda246040b3acfd689241f7a984
2026-01-29 14:05:42.475 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onClose with result: Connection closed, RequestId: c4f51eda246040b3acfd689241f7a984
2026-01-29 14:05:42.476 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - 认证成功，准备发送认证成功消息 - clientId: client_fp_hhp17p, username: 1, RequestId: 75a5b7229e8b47c98ed03e316c40407c
2026-01-29 14:05:42.476 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - 已发送认证成功消息，等待客户端注册 - clientId: client_fp_hhp17p, username: 1, RequestId: 75a5b7229e8b47c98ed03e316c40407c
2026-01-29 14:05:42.476 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onOpen with result: Connection established, RequestId: 75a5b7229e8b47c98ed03e316c40407c
2026-01-29 14:05:42.477 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"register","payload":{"username":"1","currentUrl":"https://client.smartebao.com/manifest/ISF-control","supportTaskTypes":"product_crawl,article_crawl,idle_task","idleStatus":false},"clientId":"client_fp_iu4mw1","timestamp":1769666742477}], RequestId: be7c692806924c4aa83c61cf1d991bb5
2026-01-29 14:05:42.477 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleRegister with params: [client_fp_iu4mw1], RequestId: 139f69e556b04bc68c4a51c0a98bc939
2026-01-29 14:05:42.481 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.sendScriptsToClient with params: [client_fp_iu4mw1], RequestId: c3669fce6a6a483099ad3ee5917d7d37
2026-01-29 14:05:42.483 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - 已向客户端 client_fp_iu4mw1 下发 4 个脚本, RequestId: c3669fce6a6a483099ad3ee5917d7d37
2026-01-29 14:05:42.483 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.sendScriptsToClient with result: Scripts sent, RequestId: c3669fce6a6a483099ad3ee5917d7d37
2026-01-29 14:05:42.483 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 注册成功，空闲状态: false, RequestId: N/A
2026-01-29 14:05:42.483 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleRegister with result: Client registered, RequestId: N/A
2026-01-29 14:05:42.483 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:45.534 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769666745533},"clientId":"client_fp_iu4mw1","timestamp":1769666745533}], RequestId: 86e772d57db84724b0cb402783a44e13
2026-01-29 14:05:45.534 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleIdleStatusUpdate with params: [client_fp_iu4mw1], RequestId: 74a6088e1f4542aeb588cebdbe0a2556
2026-01-29 14:05:45.539 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 空闲状态更新: false, 空闲持续时间: N/A, RequestId: 74a6088e1f4542aeb588cebdbe0a2556
2026-01-29 14:05:45.540 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleIdleStatusUpdate with result: Idle status updated, RequestId: 74a6088e1f4542aeb588cebdbe0a2556
2026-01-29 14:05:45.540 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:47.482 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onClose with params: [2b], RequestId: 269d03a0fe6b4199a154dae4d7a97082
2026-01-29 14:05:47.486 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onOpen with params: [2c], RequestId: 1330b1336f94433884b99754cf07c43a
2026-01-29 14:05:47.487 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - WebSocket连接建立成功 - token: eyJhbGciOiJIUzUxMiJ9..., RequestId: 1330b1336f94433884b99754cf07c43a
2026-01-29 14:05:47.491 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - 认证成功，准备发送认证成功消息 - clientId: client_fp_hhp17p, username: 1, RequestId: 1330b1336f94433884b99754cf07c43a
2026-01-29 14:05:47.491 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_hhp17p 已断开连接, RequestId: 269d03a0fe6b4199a154dae4d7a97082
2026-01-29 14:05:47.491 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onClose with result: Connection closed, RequestId: 269d03a0fe6b4199a154dae4d7a97082
2026-01-29 14:05:47.491 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - 已发送认证成功消息，等待客户端注册 - clientId: client_fp_hhp17p, username: 1, RequestId: 1330b1336f94433884b99754cf07c43a
2026-01-29 14:05:47.491 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onOpen with result: Connection established, RequestId: 1330b1336f94433884b99754cf07c43a
2026-01-29 14:05:47.493 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"register","payload":{"username":"1","currentUrl":"https://client.smartebao.com/manifest/ISF-control","supportTaskTypes":"product_crawl,article_crawl,idle_task","idleStatus":false},"clientId":"client_fp_iu4mw1","timestamp":1769666747493}], RequestId: 9fa7b212969a4c5db4c2fc130d6c26bb
2026-01-29 14:05:47.493 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleRegister with params: [client_fp_iu4mw1], RequestId: 28ddee599b044e49a0f8f019289dc2bb
2026-01-29 14:05:47.498 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.sendScriptsToClient with params: [client_fp_iu4mw1], RequestId: 5d3e28397d514565aca6d3a29fa135e0
2026-01-29 14:05:47.501 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - 已向客户端 client_fp_iu4mw1 下发 4 个脚本, RequestId: 5d3e28397d514565aca6d3a29fa135e0
2026-01-29 14:05:47.501 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.sendScriptsToClient with result: Scripts sent, RequestId: 5d3e28397d514565aca6d3a29fa135e0
2026-01-29 14:05:47.501 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 注册成功，空闲状态: false, RequestId: N/A
2026-01-29 14:05:47.502 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleRegister with result: Client registered, RequestId: N/A
2026-01-29 14:05:47.502 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:49.344 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769666749342},"clientId":"client_fp_iu4mw1","timestamp":1769666749342}], RequestId: 0966379b53c845419e11dc4f586daa1f
2026-01-29 14:05:49.345 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleIdleStatusUpdate with params: [client_fp_iu4mw1], RequestId: 59d6ea311c144dd3950f53e31bd621f3
2026-01-29 14:05:49.352 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 空闲状态更新: false, 空闲持续时间: N/A, RequestId: 59d6ea311c144dd3950f53e31bd621f3
2026-01-29 14:05:49.352 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleIdleStatusUpdate with result: Idle status updated, RequestId: 59d6ea311c144dd3950f53e31bd621f3
2026-01-29 14:05:49.352 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:52.495 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onClose with params: [2c], RequestId: f59a99c34532484684313d9e0e9cb027
2026-01-29 14:05:52.498 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onOpen with params: [2d], RequestId: df369cf1d036403da2345713b424b980
2026-01-29 14:05:52.499 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - WebSocket连接建立成功 - token: eyJhbGciOiJIUzUxMiJ9..., RequestId: df369cf1d036403da2345713b424b980
2026-01-29 14:05:52.500 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - 认证成功，准备发送认证成功消息 - clientId: client_fp_hhp17p, username: 1, RequestId: df369cf1d036403da2345713b424b980
2026-01-29 14:05:52.500 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - 已发送认证成功消息，等待客户端注册 - clientId: client_fp_hhp17p, username: 1, RequestId: df369cf1d036403da2345713b424b980
2026-01-29 14:05:52.500 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onOpen with result: Connection established, RequestId: df369cf1d036403da2345713b424b980
2026-01-29 14:05:52.500 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_hhp17p 已断开连接, RequestId: f59a99c34532484684313d9e0e9cb027
2026-01-29 14:05:52.500 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onClose with result: Connection closed, RequestId: f59a99c34532484684313d9e0e9cb027
2026-01-29 14:05:52.502 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"register","payload":{"username":"1","currentUrl":"https://client.smartebao.com/manifest/ISF-control","supportTaskTypes":"product_crawl,article_crawl,idle_task","idleStatus":false},"clientId":"client_fp_iu4mw1","timestamp":1769666752501}], RequestId: 64a789b6dfcf4e23a7ffeb76f13a5a12
2026-01-29 14:05:52.502 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleRegister with params: [client_fp_iu4mw1], RequestId: 0208a8ed1f664861a05f9e4afe163113
2026-01-29 14:05:52.504 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.sendScriptsToClient with params: [client_fp_iu4mw1], RequestId: 00b5b9a42bb8411cb45aaf31ae895c4e
2026-01-29 14:05:52.506 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - 已向客户端 client_fp_iu4mw1 下发 4 个脚本, RequestId: 00b5b9a42bb8411cb45aaf31ae895c4e
2026-01-29 14:05:52.506 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.sendScriptsToClient with result: Scripts sent, RequestId: 00b5b9a42bb8411cb45aaf31ae895c4e
2026-01-29 14:05:52.506 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 注册成功，空闲状态: false, RequestId: N/A
2026-01-29 14:05:52.506 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleRegister with result: Client registered, RequestId: N/A
2026-01-29 14:05:52.506 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:57.505 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onClose with params: [2d], RequestId: 9a2f40b1865642979036c7de55acb892
2026-01-29 14:05:57.509 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onOpen with params: [2e], RequestId: 5894c2e92b4b41bebfff5338b5ebd4c1
2026-01-29 14:05:57.510 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - WebSocket连接建立成功 - token: eyJhbGciOiJIUzUxMiJ9..., RequestId: 5894c2e92b4b41bebfff5338b5ebd4c1
2026-01-29 14:05:57.514 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_hhp17p 已断开连接, RequestId: 9a2f40b1865642979036c7de55acb892
2026-01-29 14:05:57.514 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onClose with result: Connection closed, RequestId: 9a2f40b1865642979036c7de55acb892
2026-01-29 14:05:57.514 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - 认证成功，准备发送认证成功消息 - clientId: client_fp_hhp17p, username: 1, RequestId: 5894c2e92b4b41bebfff5338b5ebd4c1
2026-01-29 14:05:57.515 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - 已发送认证成功消息，等待客户端注册 - clientId: client_fp_hhp17p, username: 1, RequestId: 5894c2e92b4b41bebfff5338b5ebd4c1
2026-01-29 14:05:57.515 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onOpen with result: Connection established, RequestId: 5894c2e92b4b41bebfff5338b5ebd4c1
2026-01-29 14:05:57.517 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"register","payload":{"username":"1","currentUrl":"https://client.smartebao.com/manifest/ISF-control","supportTaskTypes":"product_crawl,article_crawl,idle_task","idleStatus":false},"clientId":"client_fp_iu4mw1","timestamp":1769666757516}], RequestId: f2924cc679914e14b945f82de9f64019
2026-01-29 14:05:57.517 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleRegister with params: [client_fp_iu4mw1], RequestId: 34bd7fa80d724777a5d8be230f239b78
2026-01-29 14:05:57.521 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.sendScriptsToClient with params: [client_fp_iu4mw1], RequestId: 8f862be5d6274ef3808549ad1538bc5d
2026-01-29 14:05:57.524 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - 已向客户端 client_fp_iu4mw1 下发 4 个脚本, RequestId: 8f862be5d6274ef3808549ad1538bc5d
2026-01-29 14:05:57.524 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.sendScriptsToClient with result: Scripts sent, RequestId: 8f862be5d6274ef3808549ad1538bc5d
2026-01-29 14:05:57.524 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 注册成功，空闲状态: false, RequestId: N/A
2026-01-29 14:05:57.524 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleRegister with result: Client registered, RequestId: N/A
2026-01-29 14:05:57.524 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:05:57.806 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769666757805},"clientId":"client_fp_iu4mw1","timestamp":1769666757805}], RequestId: 8bd890ca2a8f427f99e506cb8bbeb183
